instance,instanceType,avgSolvingTime,instanceResults,genInstance,genResults,status,iraceScore,totalTime,instanceHashValue
inst-24-601225362.dzn,unsat,0.8173680305480957,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.8173680305480957, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.30917, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 601225362, 'SRTime': 0, 'solverTime': 0.04172658920288086}",graded,-1.0,1.2811717987060547,8f5421ad13db7b11bdcd40b53a39e76b
inst-24-510416220.dzn,unsat,0.7170963287353516,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.7170963287353516, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.312339, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 510416220, 'SRTime': 0, 'solverTime': 0.04490256309509277}",graded,-1.0,1.2173690795898438,8fd652485e98c7198db2a6ca8b7d22ef
inst-23-510416220.dzn,sat,0.7165980339050293,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.7165980339050293, 'extra': {'objs': [(0.4626336097717285, 3.0), (0.6321461200714111, 2.0)], 'flattenStatus': 'ok', 'flattenTime': 0.271642, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-23.param,"{'status': 'sat', 'seed': 510416220, 'SRTime': 0, 'solverTime': 0.04488682746887207}",graded,-1.0,1.198634386062622,903f9d94bfa0e9040013b8ced3488ea5
inst-13-1222707704.dzn,unsat,0.11625194549560547,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.11625194549560547, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0468777, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-13.param,"{'status': 'sat', 'seed': 1222707704, 'SRTime': 0, 'solverTime': 0.04206371307373047}",graded,-1.0,0.5865824222564697,90d69727cde2d35fe3f10a46b03b78f7
inst-7-61910261.dzn,sat,4.518059730529785,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 4.518059730529785, 'extra': {'objs': [(1.022902488708496, 8.0), (1.3419272899627686, 7.0), (1.4148941040039062, 6.0)], 'flattenStatus': 'ok', 'flattenTime': 0.579288, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-7.param,"{'status': 'sat', 'seed': 61910261, 'SRTime': 0, 'solverTime': 0.042232513427734375}",graded,-1.0,4.9821999073028564,997e7df319356a96849380a4d1033902
inst-12-1068608867.dzn,sat,0.3181753158569336,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.3181753158569336, 'extra': {'objs': [(0.26233434677124023, 3.0), (0.27497172355651855, 2.0)], 'flattenStatus': 'ok', 'flattenTime': 0.169489, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-12.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0.24953222274780273, 'solverTime': 0.026121854782104492}",graded,-1.0,1.233314037322998,9da8352b99dc49ab503f9f028e34cac3
inst-24-1222707704.dzn,unsat,0.8170561790466309,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.8170561790466309, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.295219, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 1222707704, 'SRTime': 0, 'solverTime': 0.04120612144470215}",graded,-1.0,1.2828412055969238,ab2f5ca35f879a7535bf168b72e8695b
inst-7-735527639.dzn,sat,2.6160361766815186,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 2.6160361766815186, 'extra': {'objs': [(0.9857945442199707, 5.0), (2.0234827995300293, 4.0)], 'flattenStatus': 'ok', 'flattenTime': 0.578534, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-7.param,"{'status': 'sat', 'seed': 735527639, 'SRTime': 0, 'solverTime': 0.04024457931518555}",graded,-1.0,3.069800615310669,b30260ccecfa41984385d24c5a5e37bb
inst-7-601225362.dzn,sat,4.7172746658325195,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 4.7172746658325195, 'extra': {'objs': [(1.1100599765777588, 5.0), (4.290030002593994, 4.0)], 'flattenStatus': 'ok', 'flattenTime': 0.637702, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-7.param,"{'status': 'sat', 'seed': 601225362, 'SRTime': 0, 'solverTime': 0.041803836822509766}",graded,-1.0,5.175060987472534,b4b99a15ab5c7acf34740b708178cf56
inst-24-1068608867.dzn,unsat,0.8162267208099365,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.8162267208099365, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.31393, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0, 'solverTime': 0.041204214096069336}",graded,-1.0,1.287595272064209,b6db61a426d65e9e185b5bf80f8e2997
